gain	0	1	-95.43
gain	1	0	-95.31
gain	0	2	-93.94
gain	2	0	-90.47
gain	0	3	-100.00
gain	3	0	-105.63
gain	0	4	-104.90
gain	4	0	-104.47
gain	0	5	-103.22
gain	5	0	-110.06
gain	0	6	-104.60
gain	6	0	-105.51
gain	0	7	-92.95
gain	7	0	-97.31
gain	0	8	-85.51
gain	8	0	-84.07
gain	0	9	-107.22
gain	9	0	-111.15
gain	0	10	-94.74
gain	10	0	-96.84
gain	0	11	-102.96
gain	11	0	-107.36
gain	0	12	-117.10
gain	12	0	-117.88
gain	0	13	-93.42
gain	13	0	-91.72
gain	0	14	-99.96
gain	14	0	-102.09
gain	0	15	-97.51
gain	15	0	-100.09
gain	0	16	-102.86
gain	16	0	-105.13
gain	0	17	-102.44
gain	17	0	-108.17
gain	0	18	-79.70
gain	18	0	-75.95
gain	0	19	-98.47
gain	19	0	-102.11
gain	0	20	-99.93
gain	20	0	-96.29
gain	0	21	-102.34
gain	21	0	-102.79
gain	0	22	-107.86
gain	22	0	-106.17
gain	0	23	-104.25
gain	23	0	-110.20
gain	0	24	-105.06
gain	24	0	-106.16
gain	0	25	-105.94
gain	25	0	-111.53
gain	0	26	-90.76
gain	26	0	-89.89
gain	0	27	-89.72
gain	27	0	-93.30
gain	0	28	-94.57
gain	28	0	-95.71
gain	0	29	-106.55
gain	29	0	-107.35
gain	0	30	-92.78
gain	30	0	-91.65
gain	0	31	-91.96
gain	31	0	-92.27
gain	0	32	-101.71
gain	32	0	-105.50
gain	0	33	-106.97
gain	33	0	-106.06
gain	0	34	-98.26
gain	34	0	-102.41
gain	0	35	-105.78
gain	35	0	-112.15
gain	0	36	-90.94
gain	36	0	-92.83
gain	0	37	-109.81
gain	37	0	-109.82
gain	0	38	-98.97
gain	38	0	-101.27
gain	0	39	-87.63
gain	39	0	-87.57
gain	0	40	-103.66
gain	40	0	-106.04
gain	0	41	-76.81
gain	41	0	-78.55
gain	0	42	-99.90
gain	42	0	-95.93
gain	0	43	-94.30
gain	43	0	-97.39
gain	0	44	-104.39
gain	44	0	-105.71
gain	0	45	-111.46
gain	45	0	-114.43
gain	0	46	-99.81
gain	46	0	-99.19
gain	0	47	-106.46
gain	47	0	-104.28
gain	0	48	-99.79
gain	48	0	-102.21
gain	1	2	-87.85
gain	2	1	-84.49
gain	1	3	-106.15
gain	3	1	-111.90
gain	1	4	-101.95
gain	4	1	-101.63
gain	1	5	-104.81
gain	5	1	-111.77
gain	1	6	-105.56
gain	6	1	-106.58
gain	1	7	-56.84
gain	7	1	-61.31
gain	1	8	-101.30
gain	8	1	-99.97
gain	1	9	-103.28
gain	9	1	-107.32
gain	1	10	-93.09
gain	10	1	-95.30
gain	1	11	-109.51
gain	11	1	-114.03
gain	1	12	-108.18
gain	12	1	-109.08
gain	1	13	-96.01
gain	13	1	-94.42
gain	1	14	-110.48
gain	14	1	-112.73
gain	1	15	-83.40
gain	15	1	-86.10
gain	1	16	-102.04
gain	16	1	-104.43
gain	1	17	-92.34
gain	17	1	-98.18
gain	1	18	-89.11
gain	18	1	-85.48
gain	1	19	-104.45
gain	19	1	-108.21
gain	1	20	-91.52
gain	20	1	-88.00
gain	1	21	-107.78
gain	21	1	-108.35
gain	1	22	-106.56
gain	22	1	-104.98
gain	1	23	-111.76
gain	23	1	-117.83
gain	1	24	-101.52
gain	24	1	-102.74
gain	1	25	-106.97
gain	25	1	-112.68
gain	1	26	-98.23
gain	26	1	-97.48
gain	1	27	-99.55
gain	27	1	-103.24
gain	1	28	-85.27
gain	28	1	-86.52
gain	1	29	-109.77
gain	29	1	-110.69
gain	1	30	-99.34
gain	30	1	-98.32
gain	1	31	-86.21
gain	31	1	-86.64
gain	1	32	-92.64
gain	32	1	-96.55
gain	1	33	-112.80
gain	33	1	-112.00
gain	1	34	-111.18
gain	34	1	-115.44
gain	1	35	-93.77
gain	35	1	-100.25
gain	1	36	-96.05
gain	36	1	-98.05
gain	1	37	-107.83
gain	37	1	-107.96
gain	1	38	-94.40
gain	38	1	-96.82
gain	1	39	-86.95
gain	39	1	-86.99
gain	1	40	-103.88
gain	40	1	-106.38
gain	1	41	-93.21
gain	41	1	-95.06
gain	1	42	-96.71
gain	42	1	-92.86
gain	1	43	-102.40
gain	43	1	-105.59
gain	1	44	-114.00
gain	44	1	-115.43
gain	1	45	-112.09
gain	45	1	-115.17
gain	1	46	-89.46
gain	46	1	-88.95
gain	1	47	-106.77
gain	47	1	-104.71
gain	1	48	-114.21
gain	48	1	-116.74
gain	2	3	-103.48
gain	3	2	-112.59
gain	2	4	-92.39
gain	4	2	-95.43
gain	2	5	-91.30
gain	5	2	-101.61
gain	2	6	-97.16
gain	6	2	-101.54
gain	2	7	-79.18
gain	7	2	-87.01
gain	2	8	-96.00
gain	8	2	-98.04
gain	2	9	-93.55
gain	9	2	-100.95
gain	2	10	-73.09
gain	10	2	-78.67
gain	2	11	-100.01
gain	11	2	-107.89
gain	2	12	-96.56
gain	12	2	-100.82
gain	2	13	-86.36
gain	13	2	-88.13
gain	2	14	-104.51
gain	14	2	-110.12
gain	2	15	-76.83
gain	15	2	-82.89
gain	2	16	-99.12
gain	16	2	-104.87
gain	2	17	-72.51
gain	17	2	-81.71
gain	2	18	-87.45
gain	18	2	-87.18
gain	2	19	-100.73
gain	19	2	-107.85
gain	2	20	-82.78
gain	20	2	-82.62
gain	2	21	-102.11
gain	21	2	-106.04
gain	2	22	-100.24
gain	22	2	-102.02
gain	2	23	-103.10
gain	23	2	-112.52
gain	2	24	-94.64
gain	24	2	-99.21
gain	2	25	-104.97
gain	25	2	-114.04
gain	2	26	-102.03
gain	26	2	-104.63
gain	2	27	-98.22
gain	27	2	-105.27
gain	2	28	-89.47
gain	28	2	-94.09
gain	2	29	-106.30
gain	29	2	-110.58
gain	2	30	-95.03
gain	30	2	-97.37
gain	2	31	-81.51
gain	31	2	-85.30
gain	2	32	-88.71
gain	32	2	-95.97
gain	2	33	-110.01
gain	33	2	-112.57
gain	2	34	-104.88
gain	34	2	-112.50
gain	2	35	-104.17
gain	35	2	-114.01
gain	2	36	-91.28
gain	36	2	-96.65
gain	2	37	-97.66
gain	37	2	-101.15
gain	2	38	-86.78
gain	38	2	-92.56
gain	2	39	-92.73
gain	39	2	-96.14
gain	2	40	-98.91
gain	40	2	-104.77
gain	2	41	-93.12
gain	41	2	-98.33
gain	2	42	-92.02
gain	42	2	-91.53
gain	2	43	-99.79
gain	43	2	-106.35
gain	2	44	-111.65
gain	44	2	-116.44
gain	2	45	-101.63
gain	45	2	-108.08
gain	2	46	-98.41
gain	46	2	-101.26
gain	2	47	-102.15
gain	47	2	-103.45
gain	2	48	-102.52
gain	48	2	-108.41
gain	3	4	-123.11
gain	4	3	-117.04
gain	3	5	-104.08
gain	5	3	-105.28
gain	3	6	-101.62
gain	6	3	-96.89
gain	3	7	-108.26
gain	7	3	-106.98
gain	3	8	-99.10
gain	8	3	-92.03
gain	3	9	-102.64
gain	9	3	-100.93
gain	3	10	-116.09
gain	10	3	-112.56
gain	3	11	-110.07
gain	11	3	-108.83
gain	3	12	-109.74
gain	12	3	-104.88
gain	3	13	-103.82
