gain	0	1	-98.46
gain	1	0	-96.17
gain	0	2	-108.88
gain	2	0	-108.94
gain	0	3	-109.17
gain	3	0	-107.38
gain	0	4	-109.03
gain	4	0	-110.26
gain	0	5	-114.61
gain	5	0	-111.86
gain	0	6	-109.37
gain	6	0	-109.58
gain	0	7	-88.23
gain	7	0	-86.72
gain	0	8	-101.52
gain	8	0	-99.53
gain	0	9	-107.48
gain	9	0	-105.29
gain	0	10	-107.52
gain	10	0	-109.45
gain	0	11	-104.61
gain	11	0	-103.15
gain	0	12	-114.47
gain	12	0	-111.40
gain	0	13	-114.11
gain	13	0	-113.46
gain	0	14	-97.36
gain	14	0	-95.20
gain	0	15	-104.06
gain	15	0	-103.36
gain	0	16	-105.85
gain	16	0	-104.40
gain	0	17	-109.24
gain	17	0	-103.69
gain	0	18	-108.99
gain	18	0	-109.96
gain	0	19	-115.88
gain	19	0	-114.89
gain	0	20	-116.28
gain	20	0	-115.67
gain	0	21	-99.20
gain	21	0	-95.69
gain	0	22	-107.98
gain	22	0	-105.04
gain	0	23	-110.58
gain	23	0	-106.27
gain	0	24	-116.76
gain	24	0	-119.02
gain	0	25	-111.02
gain	25	0	-106.50
gain	0	26	-110.07
gain	26	0	-108.23
gain	0	27	-117.23
gain	27	0	-122.79
gain	0	28	-108.07
gain	28	0	-108.42
gain	0	29	-110.67
gain	29	0	-106.72
gain	0	30	-108.78
gain	30	0	-108.73
gain	0	31	-112.85
gain	31	0	-108.37
gain	0	32	-116.28
gain	32	0	-112.17
gain	0	33	-116.21
gain	33	0	-117.69
gain	0	34	-121.16
gain	34	0	-121.46
gain	0	35	-113.61
gain	35	0	-114.66
gain	0	36	-116.34
gain	36	0	-115.88
gain	0	37	-109.57
gain	37	0	-106.24
gain	0	38	-112.14
gain	38	0	-106.83
gain	0	39	-112.69
gain	39	0	-110.53
gain	0	40	-121.80
gain	40	0	-117.67
gain	0	41	-116.41
gain	41	0	-110.91
gain	0	42	-112.40
gain	42	0	-108.88
gain	0	43	-113.49
gain	43	0	-114.76
gain	0	44	-118.58
gain	44	0	-116.35
gain	0	45	-113.90
gain	45	0	-111.78
gain	0	46	-120.17
gain	46	0	-122.06
gain	0	47	-121.93
gain	47	0	-117.71
gain	0	48	-122.26
gain	48	0	-120.80
gain	1	2	-93.63
gain	2	1	-95.97
gain	1	3	-96.68
gain	3	1	-97.18
gain	1	4	-100.57
gain	4	1	-104.09
gain	1	5	-103.88
gain	5	1	-103.41
gain	1	6	-109.64
gain	6	1	-112.14
gain	1	7	-92.47
gain	7	1	-93.26
gain	1	8	-89.50
gain	8	1	-89.79
gain	1	9	-91.28
gain	9	1	-91.38
gain	1	10	-99.90
gain	10	1	-104.11
gain	1	11	-98.45
gain	11	1	-99.28
gain	1	12	-113.27
